-7.920471281296013188e-01,-1.000000000000000444e+00
-8.191458026509579327e-01,-9.905213270142185777e-01
-9.410898379970547012e-01,-9.431279620853088019e-01
-8.185567010309267033e-01,-8.041074249605060231e-01
-9.440353460972001898e-01,-7.798841495523967104e-01
-9.240058910162005645e-01,-8.357030015797795031e-01
-9.546391752577303436e-01,-6.914165350184311443e-01
-9.198821796759926173e-01,-7.177461822011586001e-01
-1.000000000000000000e+00,-7.051079515534497411e-01
-9.145802650957275404e-01,-6.735123749341767052e-01
-8.639175257731945834e-01,-6.787783043707218411e-01
-8.362297496318102930e-01,-5.882043180621385758e-01
-8.238586156111917802e-01,-6.303317535545027717e-01
-7.054491899852717296e-01,-4.818325434439185706e-01
-6.306332842415312001e-01,-4.491837809373357970e-01
-6.005891016200290977e-01,-4.407582938388632243e-01
-5.705449189985269953e-01,-4.375987361769357875e-01
-5.151693667157584144e-01,-4.302264349657720643e-01
-5.552282768777612176e-01,-4.070563454449716012e-01
-5.593519882179673886e-01,-4.175882043180627612e-01
-4.521354933726051684e-01,-4.102159031068990380e-01
-4.144329896907219535e-01,-3.459715639810436727e-01
-3.726067746686290150e-01,-4.165350184307534676e-01
-5.422680412371132519e-01,-4.449710373880995107e-01
-6.035346097201763627e-01,-5.208004212743553296e-01
-6.488954344624442427e-01,-4.407582938388632243e-01
-5.723122238586153543e-01,-4.428646656134809234e-01
-1.569955817378492213e-01,-3.480779357556613718e-01
-2.494845360824733405e-01,-3.680884676145339540e-01
-2.011782032400581954e-01,-3.333333333333339255e-01
-5.979381443298947829e-02,-2.733017377567144024e-01
1.443298969072159821e-02,-1.058451816745664686e-01
7.216494845360976740e-02,-2.069510268562408939e-01
-2.282768777614148092e-01,-2.954186413902060160e-01
-1.010309278350511875e-01,-2.954186413902060160e-01
3.799705449189971773e-02,-3.575566087414436822e-01
1.405007363770263140e-01,-3.249078462348609087e-01
1.022091310751100934e-01,-1.427066877303850845e-01
-7.923416789396142690e-02,-2.933122696155878728e-01
-9.985272459499228148e-02,-2.975250131648241592e-01
-1.169366715758464181e-01,-2.227488151658771898e-01
3.387334315169354682e-02,-8.583464981569299823e-02
4.565537555228260658e-02,5.002632964718234376e-02
3.829160530191444423e-03,7.951553449183723643e-02
3.858615611192917072e-02,6.582411795681863964e-02
1.328424153166416488e-01,1.669299631384939531e-01
2.176730486008846555e-01,2.543443917851497815e-01
2.430044182621493576e-01,2.638230647709320920e-01
2.812960235640638018e-01,3.470247498683516341e-01
2.842415316642128431e-01,4.691943127962083793e-01
1.687776141384382811e-01,4.038967877830437203e-01
1.587628865979393566e-01,4.049499736703525699e-01
1.204712812960249124e-01,4.365455502896251616e-01
-3.387334315169354682e-02,2.132701421800939912e-01
1.346097201767300078e-01,3.175355450236967414e-01
9.690721649484501654e-02,4.649815692469712047e-01
2.621502209131243433e-02,4.555028962611888943e-01
-5.449189985272440140e-02,4.439178515007888848e-01
3.976435935198807670e-02,4.281200631911525889e-01
-3.151693667157573486e-02,4.555028962611888943e-01
-2.798232695139901693e-02,5.913638757240651245e-01
-1.840942562592058351e-01,7.282780410742493160e-01
-3.413843888070680066e-01,5.966298051606102604e-01
-4.291605301914582782e-01,5.050026329647181456e-01
-5.081001472754049786e-01,4.955239599789358351e-01
-3.561119293078043313e-01,4.375987361769348993e-01
-2.918998527245939556e-01,4.723538704581358161e-01
