datetime,aapl,iba,aa,y
2017-05-31,151.61,54.599,32.94,587.34
2017-06-01,152.03,54.728,32.94,597.87
2017-06-02,154.29,54.351000000000006,32.86,597.47
2017-06-05,152.78,55.731,33.32,590.49
2017-06-06,153.3,55.31399999999999,32.94,583.25
2017-06-07,154.21,55.74100000000001,32.82,585.26
2017-06-08,153.83,57.011,33.5,588.56
2017-06-09,147.87,55.592,33.01,591.43
2017-06-12,144.33,55.393,31.78,600.24
2017-06-13,145.5,56.078,32.48,596.34
2017-06-14,144.07,56.078,31.54,599.04
2017-06-15,143.22,56.088,30.74,597.66
2017-06-16,141.2,56.872,30.0,607.66
2017-06-19,145.25,56.306999999999995,30.89,598.22
2017-06-20,143.92,56.108000000000004,30.45,593.87
2017-06-21,144.78,56.663999999999994,29.69,587.19
2017-06-22,144.54,56.266999999999996,29.8,582.29
2017-06-23,145.19,56.386,31.09,584.39
2017-06-26,144.73,56.684,31.18,584.43
2017-06-27,142.66,56.316,31.63,587.6
2017-06-28,144.74,56.604,32.95,595.15
2017-06-29,142.61,56.833,33.18,597.05
2017-06-30,142.95,57.98,32.65,594.8
2017-07-03,142.43,55.76,34.02,601.48
2017-07-05,143.02,57.21,33.77,596.35
2017-07-06,141.66,56.46,33.89,588.6
2017-07-07,143.11,56.38,34.19,595.55
2017-07-10,143.97,57.53,34.14,595.05
2017-07-11,144.44,56.89,35.0,596.5
2017-07-12,144.65,57.31,34.6,599.99
2017-07-13,146.66,57.98,36.01,600.62
2017-07-14,147.93,58.31,36.32,599.73
2017-07-17,148.44,58.61,36.4,607.25
2017-07-18,148.95,59.42,36.43,606.99
2017-07-19,149.89,60.13,36.5,608.0
2017-07-20,149.21,60.4,36.72,611.97
2017-07-21,149.14,60.11,36.62,614.54
2017-07-24,150.96,61.11,36.69,615.55
2017-07-25,151.6,61.72,37.3,626.98
2017-07-26,152.31,61.95,36.63,614.65
2017-07-27,149.43,61.16,36.36,605.98
2017-07-28,148.39,59.35,35.64,614.0
2017-07-31,147.62,59.81,36.4,613.34
2017-08-01,148.92,59.6,36.38,623.13
2017-08-02,155.97,59.65,37.28,620.83
2017-08-03,154.4,59.7,37.09,617.27
2017-08-04,155.22,60.5,37.42,607.15
2017-08-07,157.62,60.46,37.99,600.41
2017-08-08,158.88,60.29,39.58,597.69
2017-08-09,159.86,61.14,38.62,597.86
2017-08-10,154.76,59.42,37.78,593.15
2017-08-11,156.92,60.85,37.78,593.61
2017-08-14,159.28,62.78,37.19,592.44
2017-08-15,161.02,63.33,37.5,585.99
2017-08-16,160.37,63.84,39.23,590.43
2017-08-17,157.29,64.26,37.8,579.42
2017-08-18,156.94,63.88,37.76,578.98
2017-08-21,156.65,63.41,38.47,574.82
2017-08-22,159.21,63.5,39.77,578.73
2017-08-23,159.41,63.34,41.06,575.05
2017-08-24,158.7,62.91,41.34,571.33
2017-08-25,159.29,62.89,41.21,570.23
2017-08-28,160.89,62.8,42.17,563.49
2017-08-29,162.33,62.06,43.0,559.89
2017-08-30,162.76,62.76,43.09,560.12
2017-08-31,163.41,63.47,43.88,562.77
2017-09-01,163.46,63.47,45.04,563.18
2017-09-05,161.5,63.28,44.42,543.61
2017-09-06,161.33,64.5,44.43,544.06
2017-09-07,160.68,63.87,44.73,523.19
2017-09-08,158.06,64.9,42.61,540.73
2017-09-11,160.92,67.24,43.6,561.73
2017-09-12,160.28,66.82,45.0,566.78
2017-09-13,159.08,65.91,44.91,569.61
2017-09-14,157.71,66.22,44.8,567.11
2017-09-15,159.31,67.07,44.65,567.11
2017-09-18,158.1,66.46,44.91,568.32
2017-09-19,158.16,66.73,46.2,564.51
2017-09-20,155.51,65.89,47.5,565.48
2017-09-21,152.84,66.31,46.25,564.24
2017-09-22,151.35,67.29,45.38,564.48
2017-09-25,150.01,66.57,45.29,562.0
2017-09-26,152.59,66.6,44.74,556.15
2017-09-27,153.68,66.62,45.07,549.49
2017-09-28,152.73,66.6632,46.08,549.27
2017-09-29,153.57,66.5,46.62,554.01
2017-10-02,153.26,67.61,47.65,557.23
2017-10-03,153.92,66.38,48.31,556.74
2017-10-04,152.93,66.65,47.91,555.89
2017-10-05,154.83,65.37,48.25,551.75
2017-10-06,154.74,64.64,47.49,548.25
2017-10-09,155.28,64.97,47.07,538.1
2017-10-10,155.34,63.79,46.89,543.74
2017-10-11,155.99,64.98,46.94,545.48
2017-10-12,155.44,60.36,47.53,546.0
2017-10-13,156.43,61.25,47.71,547.72
2017-10-16,159.31,60.15,48.24,551.61
2017-10-17,159.9,61.16,47.77,556.27
2017-10-18,159.19,60.19,47.75,560.43
2017-10-19,155.42,60.71,46.54,560.92
2017-10-20,155.69,60.7,47.93,564.65
2017-10-23,155.61,58.99,47.93,565.04
2017-10-24,156.54,58.71,50.08,563.32
2017-10-25,155.85,59.49,49.52,565.67
2017-10-26,156.85,59.19,49.15,571.44
2017-10-27,162.47,59.48,47.91,567.27
2017-10-30,166.12,58.88,47.42,564.96
2017-10-31,168.43,58.89,47.78,566.22
2017-11-01,166.29,58.8,47.7,564.57
2017-11-02,167.51,58.74,47.46,567.0
2017-11-03,171.88,58.65,47.12,583.68
2017-11-06,173.63,59.15,47.29,580.51
2017-11-07,174.18,58.73,46.97,582.76
2017-11-08,175.61,58.75,45.89,580.41
2017-11-09,175.25,58.76,43.33,585.54
2017-11-10,174.67,58.37,43.01,579.61
